title,link,cited,relatedLink,position,numOfVersions,publishedData,snippet
Education and income inequality in the regions of the European Union,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-9787.2008.00602.x,Cited by 175,"https://scholar.google.com/scholar?q=related:1nQ2Gb74zUMJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",221,All 16 versions,"A Rodríguez‐Pose, V Tselios - Journal of Regional Science, 2009 - Wiley Online Library","This paper provides an empirical study of the determinants of income inequality across regions of the EU. Using the European Community Household Panel dataset for 102 regions over the period 1995–2000, it analyses how microeconomic changes in human capital …"
Consumption and income inequality in Australia,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1475-4932.2000.tb00011.x,Cited by 124,"https://scholar.google.com/scholar?q=related:UHAA_FbJx3cJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",222,All 14 versions,"GF Barrett, TF Crossley, C Worswick - Economic Record, 2000 - Wiley Online Library","Consumption may be a more appropriate measure of household well‐being than income or earnings. Using four ABS Household Expenditures Surveys collected between 1975 and 1993, we compare trends in consumption and income inequality among Australian …"
Income inequality and macroeconomic volatility: an empirical investigation,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1467-9361.2005.00283.x,Cited by 178,"https://scholar.google.com/scholar?q=related:Ah9TX9KfMOkJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",223,All 22 versions,"R Breen, C García‐Peñalosa - Review of Development …, 2005 - Wiley Online Library","We explore the impact of macroeconomic volatility on the distribution of income. Using a cross‐section of developed and developing countries, we find that greater output volatility, defined as the standard deviation of the rate of output growth, is associated with a higher …"
Multiple measurements of US income inequality,https://www.jstor.org/stable/1926777,Cited by 134,"https://scholar.google.com/scholar?q=related:cuGzxykCi_4J:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",224,All 4 versions,"D Braun - The review of Economics and Statistics, 1988 - JSTOR","Using 1980 state Census data, the Gini ratio, Theil index, coefficient of variation, Atkinson measure (4 values), and Nelson index as separate measurements of income inequality are regressed with 19 SES variables traditionally found significant with Gini in past research …"
A generalization of the quasilinear mean with applications to the measurement of income inequality and decision theory resolving the Allais paradox,https://www.jstor.org/stable/1912052,Cited by 752,"https://scholar.google.com/scholar?q=related:RVo5LPdJxOkJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",225,All 9 versions,"CS Hong - Econometrica: Journal of the Econometric Society, 1983 - JSTOR","The main result of this paper is a generalization of the quasilinear mean of Nagumo [29], Kolmogorov [26], and de Finetti [17]. We prove that the most general class of mean values, denoted by, satisfying Consistency with Certainty, Betweenness, Substitution …"
Consumption and income inequality and the great recession,https://www.aeaweb.org/articles?id=10.1257/aer.103.3.178,Cited by 155,"https://scholar.google.com/scholar?q=related:maF3y8YHv1UJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",226,All 10 versions,"BD Meyer, JX Sullivan - American Economic Review, 2013 - aeaweb.org","We examine changes in consumption and income inequality between 2000 and 2011. During the most recent recession, unemployment rose and asset values declined sharply. We investigate how the recession affected inequality while addressing concerns about …"
"Migration, self‐selection and income inequality: an international analysis",https://onlinelibrary.wiley.com/doi/abs/10.1111/j.0023-5962.2004.00246.x,Cited by 181,"https://scholar.google.com/scholar?q=related:F1REEI0yZPMJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",227,All 5 versions,"T Liebig, A Sousa‐Poza - Kyklos, 2004 - Wiley Online Library","In the context of an emerging focus on highly skilled migration throughout the OECD area, the question under which circumstances migrants can be expected to be relatively skilled is of particular importance. Borjas has analysed the relation between the income distribution …"
"Foreign direct investment, growth and income inequality in less developed countries",https://www.tandfonline.com/doi/abs/10.1080/02692170500119748,Cited by 218,"https://scholar.google.com/scholar?q=related:9dT1--Wab5wJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",228,All 5 versions,"K Sylwester - International Review of Applied Economics, 2005 - Taylor & Francis",How does foreign direct investment (FDI) affect economic growth in less developed countries (LDCs)? What is its association with changes in the income distribution? This paper empirically examines these issues within a cross section of less developed countries …
Income inequality indices and deprivation: A generalization,https://www.jstor.org/stable/1884380,Cited by 131,"https://scholar.google.com/scholar?q=related:4kkXmqTFgxMJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",229,All 6 versions,"ZM Berrebi, J Silber - The Quarterly Journal of Economics, 1985 - JSTOR","= nn where si is the proportion of total income earned by the individual who earns yi.(i-1)/n represents the proportion in the total pop-ulation of individuals earning more than individual i, whereas (ni) ln represents the proportion earning less than individual i. The difference,(3) …"
"Income inequality, trust, and population health in 33 countries",https://ajph.aphapublications.org/doi/abs/10.2105/AJPH.2009.189134,Cited by 146,"https://scholar.google.com/scholar?q=related:PbBgkMS-ZJoJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",230,All 16 versions,"FJ Elgar - American journal of public health, 2010 - ajph.aphapublications.org",Objectives. I examined the association between income inequality and population health and tested whether this association was mediated by interpersonal trust or public expenditures on health. Methods. Individual data on trust were collected from 48 641 adults …
"The relationship between primary care, income inequality, and mortality in US States, 1980–1995",https://www.jabfm.org/content/16/5/412.short,Cited by 274,"https://scholar.google.com/scholar?q=related:8K1qRErlmdsJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",231,All 16 versions,"L Shi, J Macinko, B Starfield, J Wulu… - The Journal of the …, 2003 - Am Board Family Med","Objectives: This study tests the robustness of the relationships between primary care, income inequality, and population health by (1) assessing the relationship during 4 time periods—1980, 1985, 1990 and 1995;(2) examining the independent effect of components …"
Personal income inequality and aggregate demand,https://academic.oup.com/cje/article-abstract/40/2/491/2605032,Cited by 144,"https://scholar.google.com/scholar?q=related:BiglzVL3fBYJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",232,All 15 versions,"L Carvalho, A Rezai - Cambridge Journal of Economics, 2016 - academic.oup.com",This paper presents a theoretical and empirical investigation of how changes in the size distribution of income can affect aggregate demand and the demand regime of an economy. After presenting empirical evidence for the US economy that the propensity to save …
"Foreign direct investment and income inequality in Mexico, 1990-2000",https://www.jstor.org/stable/4498155,Cited by 179,"https://scholar.google.com/scholar?q=related:LyQb_8ArHaUJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",233,All 14 versions,"NM Jensen, G Rosas - International Organization, 2007 - JSTOR",In this article we explore the relationship between the investments of multinational corporations (foreign direct investment) and income inequality in Mexico. We argue that Mexico's liberalization of foreign direct investment (FDI) inflows in the 1990s provides a …
Demographic variables and income inequality,https://www.sciencedirect.com/science/article/pii/S1574003X97800104,Cited by 125,"https://scholar.google.com/scholar?q=related:zg8LHzNyWbUJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",234,All 4 versions,"D Lam - Handbook of population and family economics, 1997 - Elsevier","Publisher Summary This chapter explores a variety of areas in which demographic variables may play an important role in the distribution of income, introduces a host of demographic issues relating to marriage, fertility, and household living arrangements—using the …"
Income inequality and self rated health in Britain,https://jech.bmj.com/content/56/6/436.short,Cited by 122,"https://scholar.google.com/scholar?q=related:SVYiSNsOSXQJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",235,All 13 versions,"S Weich, G Lewis, SP Jenkins - Journal of Epidemiology & …, 2002 - jech.bmj.com","Study objective: Several studies have reported an association between income inequality and increased mortality, but few have used net income data, controlled for individual income, or evaluated sensitivity to the choice of inequality measure. The study tested the …"
Income inequality in richer and OECD countries,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.471.6180&rep=rep1&type=pdf,Cited by 189,"https://scholar.google.com/scholar?q=related:A5EJAyt-bssJ:scholar.google.com/&scioq=income+inequality&hl=en&as_sdt=0,5",236,All 3 versions,"A Brandolini, TM Smeeding - The Oxford handbook of economic inequality, 2009 - Citeseer","1 Bank of Italy, Department for Structural Economic Analysis, and Distinguished Professor of 
Economics and Public Administration, Maxwell School, Syracuse University, respectively. We 
thank Tony Atkinson, Brian Nolan, Wiemer Salverda, and attendees at the Seville meeting of …"
